assemblage.name;assemblage.category;country_continent.continent;geological_stratigraphy.correlation;geological_stratigraphy.age_min;geological_stratigraphy.age_max;locality.idlocality;locality.x;locality.y
Umhlatuzana Layer 4 Archaeological Assemblage;miscellaneous finds, raw material, technology, typology;Africa;14C (radiocarbon) dating;9090;9270;Umhlatuzana;30.7542333;-29.8104;
Umhlatuzana Layer 4 Fauna;paleofauna;Africa;14C (radiocarbon) dating;9090;9270;Umhlatuzana;30.7542333;-29.8104;
Umhlatuzana Layer 4 Micromammalian fauna;paleofauna;Africa;14C (radiocarbon) dating;9090;9270;Umhlatuzana;30.7542333;-29.8104;
Umhlatuzana Layer 5 Archaeological Assemblage;miscellaneous finds, organic tools, raw material, symbolic artifacts, technology, typology;Africa;14C (radiocarbon) dating;13280;13520;Umhlatuzana;30.7542333;-29.8104;
Umhlatuzana Layer 5 Fauna;paleofauna;Africa;14C (radiocarbon) dating;13280;13520;Umhlatuzana;30.7542333;-29.8104;
Umhlatuzana Layer 5 Micromammalian Fauna;paleofauna;Africa;14C (radiocarbon) dating;13280;13520;Umhlatuzana;30.7542333;-29.8104;
Umhlatuzana Layer 6 Archaeological Assemblage;miscellaneous finds, raw material, symbolic artifacts, technology, typology;Africa;geology;13280;28580;Umhlatuzana;30.7542333;-29.8104;
Umhlatuzana Layer 6 Fauna;paleofauna;Africa;geology;13280;28580;Umhlatuzana;30.7542333;-29.8104;
Umhlatuzana Layer 6 Micromammalian Fauna;paleofauna;Africa;geology;13280;28580;Umhlatuzana;30.7542333;-29.8104;
Umhlatuzana Layer 7 Archaeological Assemblage;miscellaneous finds, organic tools, raw material, technology, typology;Africa;geology;13280;28580;Umhlatuzana;30.7542333;-29.8104;
Umhlatuzana Layer 7 Fauna;paleofauna;Africa;geology;13280;28580;Umhlatuzana;30.7542333;-29.8104;
Umhlatuzana Layer 8 Archaeological Assemblage;miscellaneous finds, organic tools, raw material, technology, typology;Africa;geology;13280;28580;Umhlatuzana;30.7542333;-29.8104;
Umhlatuzana Layer 8 Fauna;paleofauna;Africa;geology;13280;28580;Umhlatuzana;30.7542333;-29.8104;
Umhlatuzana Layer 9 Archaeological Assemblage;miscellaneous finds, raw material, technology, typology;Africa;geology;13280;28580;Umhlatuzana;30.7542333;-29.8104;
Umhlatuzana Layer 9 Fauna;paleofauna;Africa;geology;13280;28580;Umhlatuzana;30.7542333;-29.8104;
Umm el Tlel Layer I 4 prime b prime Artifacts;organic tools, raw material, technology, typology;Asia;archaeological (cultural) stratigraphy;14720;33500;Umm el Tlel;38.88792;35.26916;
Umm el Tlel Layer I 4 prime c prime Artifacts;raw material, technology, typology;Asia;archaeological (cultural) stratigraphy;14720;33500;Umm el Tlel;38.88792;35.26916;
Umm el Tlel Layer II 2b Artifacts;raw material, technology, typology;Asia;14C (radiocarbon) dating;31420;32580;Umm el Tlel;38.88792;35.26916;
Umm el Tlel Layer II base prime Artifacts;raw material, technology, typology;Asia;archaeological (cultural) stratigraphy;32580;33500;Umm el Tlel;38.88792;35.26916;
Umm el Tlel Layer II base prime and Layer III 2a prime Artifacts;function;Asia;TL (thermoluminescence) dating;33500;38500;Umm el Tlel;38.88792;35.26916;
Umm el Tlel Layer II base prime and Layer III 2a prime Artifacts;function;Asia;archaeological (cultural) stratigraphy;32580;33500;Umm el Tlel;38.88792;35.26916;
Umm el Tlel Layer III 2a prime Artifacts;raw material, technology, typology;Asia;TL (thermoluminescence) dating;33500;38500;Umm el Tlel;38.88792;35.26916;
Umm el Tlel Layer IV 2a Artifacts;function;Asia;archaeological (cultural) stratigraphy;43090;60400;Umm el Tlel;38.88792;35.26916;
Umm el Tlel Layer IV 2b Artifacts;function;Asia;archaeological (cultural) stratigraphy;43090;60400;Umm el Tlel;38.88792;35.26916;
Umm el Tlel Layer V 2 beta a Artifacts;animal remains, function, raw material, technology, typology;Asia;TL (thermoluminescence) dating;60400;77000;Umm el Tlel;38.88792;35.26916;
Umm el Tlel Layer VI 1a 0 Artifacts;animal remains, organic tools, raw material, technology, typology;Asia;archaeological (cultural) stratigraphy;77000;88700;Umm el Tlel;38.88792;35.26916;
Umm el Tlel Layer VI 3a prime Artifacts;animal remains, miscellaneous finds, raw material, technology, typology;Asia;archaeological (cultural) stratigraphy;77000;88700;Umm el Tlel;38.88792;35.26916;
Umm el Tlel Layer VI 3b prime 1 Artifacts;animal remains, feature, miscellaneous finds, raw material, technology, typology;Asia;archaeological (cultural) stratigraphy;88700;;Umm el Tlel;38.88792;35.26916;
Umm el Tlel Layer VI 3b prime Artifacts;animal remains, organic tools, raw material, technology, typology;Asia;archaeological (cultural) stratigraphy;88700;;Umm el Tlel;38.88792;35.26916;
Umm el Tlel Layer VI 3d prime Artifacts;animal remains, feature, function, miscellaneous finds, raw material, technology, typology;Asia;archaeological (cultural) stratigraphy;88700;;Umm el Tlel;38.88792;35.26916;
AH A/B MP assemblage;raw material, technology, typology;Europe;archaeological (cultural) stratigraphy, geology;0;50000;Untere Klause;11.784569;48.934667;
AH A/B MP assemblage;raw material, technology, typology;Europe;archaeological (cultural) stratigraphy, geology;30000;350000;Untere Klause;11.784569;48.934667;
Uraha Hominids;human remains;Africa;U series (uranium-thorium) dating;2300000;3600000;Uraha;34.17111111;-10.49333333;
Uraha Unit 2 Fauna;paleofauna;Africa;U series (uranium-thorium) dating;3500000;4000000;Uraha;34.17111111;-10.49333333;
Uraha Unit 3a Fauna;paleofauna;Africa;U series (uranium-thorium) dating;2300000;3600000;Uraha;34.17111111;-10.49333333;
Uraha Unit 3b Fauna;paleofauna;Africa;U series (uranium-thorium) dating;1500000;2000000;Uraha;34.17111111;-10.49333333;
Lithological layer 1 lithic assemblage;technology;Asia;geology;0;11700;Ushbulak;84.800732;47.130704;
Lithological layer 2 lithic assemblage;technology, typology;Asia;archaeological (cultural) stratigraphy, geology;11700;20000;Ushbulak;84.800732;47.130704;
Lithological layer 3 lithic assemblage;technology, typology;Asia;archaeological (cultural) stratigraphy, geology;11700;22000;Ushbulak;84.800732;47.130704;
Lithological layer 4 lithic assemblage;technology, typology;Asia;archaeological (cultural) stratigraphy, geology;22000;35000;Ushbulak;84.800732;47.130704;
Lithological layer 5.2 lithic assemblage;technology, typology;Asia;archaeological (cultural) stratigraphy, geology;22000;35000;Ushbulak;84.800732;47.130704;
Lithological layer 6 lithic assemblage;technology, typology;Asia;14C (radiocarbon) dating;35450;36910;Ushbulak;84.800732;47.130704;
Lithological layer 6 lithic assemblage;technology, typology;Asia;14C (radiocarbon) dating;40808;41412;Ushbulak;84.800732;47.130704;
Lithological layer 6 lithic assemblage;technology, typology;Asia;archaeological (cultural) stratigraphy;35000;43000;Ushbulak;84.800732;47.130704;
Lithological layer 7 lithic assemblage;technology, typology;Asia;archaeological (cultural) stratigraphy, geology;40808;43000;Ushbulak;84.800732;47.130704;
Usno Brown Sands Fauna;paleofauna;Africa;geology;2900000;3340000;Usno Brown Sands locality;36.16720278;5.290719444;
Usno Hominids Brown sands human remains 1;human remains;Africa;geology;2900000;3340000;Usno Brown Sands locality;36.16720278;5.290719444;
Usno Hominids Brown sands human remains 10;human remains;Africa;geology;2900000;3340000;Usno Brown Sands locality;36.16720278;5.290719444;
Usno Hominids Brown sands human remains 11;human remains;Africa;geology;2900000;3340000;Usno Brown Sands locality;36.16720278;5.290719444;
Usno Hominids Brown sands human remains 12;human remains;Africa;geology;2900000;3340000;Usno Brown Sands locality;36.16720278;5.290719444;
Usno Hominids Brown sands human remains 2;human remains;Africa;geology;2900000;3340000;Usno Brown Sands locality;36.16720278;5.290719444;
Usno Hominids Brown sands human remains 3;human remains;Africa;geology;2900000;3340000;Usno Brown Sands locality;36.16720278;5.290719444;
Usno Hominids Brown sands human remains 4;human remains;Africa;geology;2900000;3340000;Usno Brown Sands locality;36.16720278;5.290719444;
Usno Hominids Brown sands human remains 5;human remains;Africa;geology;2900000;3340000;Usno Brown Sands locality;36.16720278;5.290719444;
Usno Hominids Brown sands human remains 6;human remains;Africa;geology;2900000;3340000;Usno Brown Sands locality;36.16720278;5.290719444;
Usno Hominids Brown sands human remains 7;human remains;Africa;geology;2900000;3340000;Usno Brown Sands locality;36.16720278;5.290719444;
Usno Hominids Brown sands human remains 8;human remains;Africa;geology;2900000;3340000;Usno Brown Sands locality;36.16720278;5.290719444;
Usno Hominids Brown sands human remains 9;human remains;Africa;geology;2900000;3340000;Usno Brown Sands locality;36.16720278;5.290719444;
Upper Usno Formation Brown Sands;plant remains;Africa;geology;2900000;3340000;Usno Formation generic;36.18927778;5.312988889;
Upper Usno Formation Flat Sands;plant remains;Africa;geology;2900000;3340000;Usno Formation generic;36.18927778;5.312988889;
Usno Hominids White sands human remains 1;human remains;Africa;geology;2900000;3340000;Usno White Sands locality;36.18090556;5.359361111;
Usno Hominids White sands human remains 10;human remains;Africa;geology;2900000;3340000;Usno White Sands locality;36.18090556;5.359361111;
Usno Hominids White sands human remains 2;human remains;Africa;geology;2900000;3340000;Usno White Sands locality;36.18090556;5.359361111;
Usno Hominids White sands human remains 3;human remains;Africa;geology;2900000;3340000;Usno White Sands locality;36.18090556;5.359361111;
Usno Hominids White sands human remains 4;human remains;Africa;geology;2900000;3340000;Usno White Sands locality;36.18090556;5.359361111;
Usno Hominids White sands human remains 5;human remains;Africa;geology;2900000;3340000;Usno White Sands locality;36.18090556;5.359361111;
Usno Hominids White sands human remains 6;human remains;Africa;geology;2900000;3340000;Usno White Sands locality;36.18090556;5.359361111;
Usno Hominids White sands human remains 7;human remains;Africa;geology;2900000;3340000;Usno White Sands locality;36.18090556;5.359361111;
Usno Hominids White sands human remains 8;human remains;Africa;geology;2900000;3340000;Usno White Sands locality;36.18090556;5.359361111;
Usno Hominids White sands human remains 9;human remains;Africa;geology;2900000;3340000;Usno White Sands locality;36.18090556;5.359361111;
Usno White Sands Fauna;paleofauna;Africa;geology;2900000;3340000;Usno White Sands locality;36.18090556;5.359361111;
Ust-Ishim human remains;human remains;Asia;biostratigraphy;24500;40000;Ust-Ishim;71.1711;57.71605;
Cultural layer 1 archaeological assemblage;;Asia;14C (radiocarbon) dating;28540;45000;Ust-Izhul;91.635082;55.145608;
Cultural layer 2 archaeological assemblage;technology, typology;Asia;IRSL (infrared stimulated luminescence) dating, geology, oxygen isotope stratigraphy;95000;130000;Ust-Izhul;91.635082;55.145608;
Mammoth remains - archaeological assemblage;;Asia;geology, oxygen isotope stratigraphy;130000;191000;Ust-Izhul;91.635082;55.145608;
Ust-Kanskaya Layer 1;raw material, technology;Asia;archaeological (cultural) stratigraphy;0;43000;Ust-Kanskaya;84.8129;50.912;
Ust-Kanskaya Layer 10;feature, raw material, technology;Asia;archaeological (cultural) stratigraphy, biostratigraphy;50000;350000;Ust-Kanskaya;84.8129;50.912;
Ust-Kanskaya Layer 2;raw material, technology;Asia;archaeological (cultural) stratigraphy;22000;43000;Ust-Kanskaya;84.8129;50.912;
Ust-Kanskaya Layer 3;raw material, technology, typology;Asia;archaeological (cultural) stratigraphy;50000;300000;Ust-Kanskaya;84.8129;50.912;
Ust-Kanskaya Layer 4;raw material, technology;Asia;archaeological (cultural) stratigraphy;50000;300000;Ust-Kanskaya;84.8129;50.912;
Ust-Kanskaya Layer 5;raw material, technology, typology;Asia;archaeological (cultural) stratigraphy;50000;300000;Ust-Kanskaya;84.8129;50.912;
Ust-Kanskaya Layer 6;raw material, technology;Asia;archaeological (cultural) stratigraphy;50000;300000;Ust-Kanskaya;84.8129;50.912;
Ust-Kanskaya Layer 7;raw material, technology;Asia;archaeological (cultural) stratigraphy;50000;300000;Ust-Kanskaya;84.8129;50.912;
Ust-Kanskaya Layer 8;raw material, technology;Asia;archaeological (cultural) stratigraphy;50000;300000;Ust-Kanskaya;84.8129;50.912;
Ust-Kanskaya Layer 9;raw material, technology;Asia;archaeological (cultural) stratigraphy;50000;300000;Ust-Kanskaya;84.8129;50.912;
Level 10;raw material, technology, typology;Asia;14C (radiocarbon) dating, archaeological (cultural) stratigraphy, geology;32250;37950;Ust-Karakol;84.6907;51.3824;
Level 11;raw material, technology, typology;Asia;archaeological (cultural) stratigraphy, geology, magnetostratigraphy;42000;44000;Ust-Karakol;84.6907;51.3824;
Level 13;raw material, technology, typology;Asia;archaeological (cultural) stratigraphy;44000;243000;Ust-Karakol;84.6907;51.3824;
Level 14;raw material, technology, typology;Asia;archaeological (cultural) stratigraphy;44000;243000;Ust-Karakol;84.6907;51.3824;
Level 15;raw material, technology, typology;Asia;archaeological (cultural) stratigraphy;44000;243000;Ust-Karakol;84.6907;51.3824;
Level 16;raw material, technology, typology;Asia;archaeological (cultural) stratigraphy;44000;243000;Ust-Karakol;84.6907;51.3824;
Level 17;raw material, technology, typology;Asia;archaeological (cultural) stratigraphy;44000;243000;Ust-Karakol;84.6907;51.3824;
Level 18;raw material, technology, typology;Asia;archaeological (cultural) stratigraphy;44000;243000;Ust-Karakol;84.6907;51.3824;
Level 19;raw material, technology, typology;Asia;archaeological (cultural) stratigraphy;243000;300000;Ust-Karakol;84.6907;51.3824;
Level 2;raw material, technology, typology;Asia;geology;0;11780;Ust-Karakol;84.6907;51.3824;
Level 3;raw material, technology, typology;Asia;14C (radiocarbon) dating, archaeological (cultural) stratigraphy, geology;30030;32660;Ust-Karakol;84.6907;51.3824;
Level 4;raw material, technology, typology;Asia;archaeological (cultural) stratigraphy, geology;11780;32660;Ust-Karakol;84.6907;51.3824;
Level 5;raw material, technology, typology;Asia;14C (radiocarbon) dating, archaeological (cultural) stratigraphy, geology;25000;32495;Ust-Karakol;84.6907;51.3824;
Level 8;raw material, technology, typology;Asia;archaeological (cultural) stratigraphy, geology;29360;34685;Ust-Karakol;84.6907;51.3824;
Level 9;raw material, symbolic artifacts, technology, typology;Asia;14C (radiocarbon) dating, archaeological (cultural) stratigraphy, geology;29360;34685;Ust-Karakol;84.6907;51.3824;
Ust-Karakol Layer 13-16 Fauna;animal remains, paleofauna;Asia;archaeological (cultural) stratigraphy;44000;243000;Ust-Karakol;84.6907;51.3824;
Ust-Karakol Layer 17 Fauna;animal remains, paleofauna;Asia;archaeological (cultural) stratigraphy;44000;243000;Ust-Karakol;84.6907;51.3824;
Ust-Karakol Layer 18à Fauna;animal remains, paleofauna;Asia;archaeological (cultural) stratigraphy;44000;243000;Ust-Karakol;84.6907;51.3824;
Cultural horizon archaeological assemblage;raw material, symbolic artifacts, technology, typology;Asia;14C (radiocarbon) dating;16125;24784;Ust-Kova;100.339487;58.292334;
Cultural horizon archaeological assemblage;raw material, symbolic artifacts, technology, typology;Asia;14C (radiocarbon) dating;23074;33300;Ust-Kova;100.339487;58.292334;
Bronze Age;;Asia;archaeological (cultural) stratigraphy;0;3000;Ust-Mil II;133.08675;59.6304;
Cultural horizon A archaeological assemblage;;Asia;14C (radiocarbon) dating, archaeological (cultural) stratigraphy;12030;12370;Ust-Mil II;133.08675;59.6304;
Cultural horizon B archaeological assemblage;raw material, technology, typology;Asia;14C (radiocarbon) dating, archaeological (cultural) stratigraphy;12200;36000;Ust-Mil II;133.08675;59.6304;
Cultural horizon C archaeological assemblage;organic tools, raw material, technology, typology;Asia;14C (radiocarbon) dating, archaeological (cultural) stratigraphy;34800;36500;Ust-Mil II;133.08675;59.6304;
Neolithic;;Asia;archaeological (cultural) stratigraphy;3000;12030;Ust-Mil II;133.08675;59.6304;
050728-10;plant remains;Asia;magnetostratigraphy;1060000;1120000;Uyts-2;46.053302;39.499999;
050728-11;plant remains;Asia;magnetostratigraphy;1060000;1120000;Uyts-2;46.053302;39.499999;
050728-12;plant remains;Asia;magnetostratigraphy;1060000;1120000;Uyts-2;46.053302;39.499999;
050728-13;plant remains;Asia;magnetostratigraphy;1060000;1120000;Uyts-2;46.053302;39.499999;
050728-16;plant remains;Asia;magnetostratigraphy;1060000;1120000;Uyts-2;46.053302;39.499999;
050728-17;plant remains;Asia;magnetostratigraphy;1060000;1120000;Uyts-2;46.053302;39.499999;
050728-18;plant remains;Asia;magnetostratigraphy;1060000;1120000;Uyts-2;46.053302;39.499999;
050728-19;plant remains;Asia;magnetostratigraphy;1060000;1120000;Uyts-2;46.053302;39.499999;
050728-20;plant remains;Asia;magnetostratigraphy;1060000;1120000;Uyts-2;46.053302;39.499999;
050728-21;plant remains;Asia;magnetostratigraphy;1060000;1120000;Uyts-2;46.053302;39.499999;
050728-22;plant remains;Asia;magnetostratigraphy;1060000;1120000;Uyts-2;46.053302;39.499999;
050728-23;plant remains;Asia;magnetostratigraphy;1060000;1120000;Uyts-2;46.053302;39.499999;
050728-24;plant remains;Asia;magnetostratigraphy;1060000;1120000;Uyts-2;46.053302;39.499999;
050728-25;plant remains;Asia;magnetostratigraphy;1060000;1120000;Uyts-2;46.053302;39.499999;
050728-4;plant remains;Asia;magnetostratigraphy;1060000;1120000;Uyts-2;46.053302;39.499999;
050728-5;plant remains;Asia;magnetostratigraphy;1060000;1120000;Uyts-2;46.053302;39.499999;
