Table geological_layer_age
geolayer_idlocality;geolayer_name;laboratory_idlaboratory;analysis_number;age;positive_standard_deviation;negative_standard_deviation;dating_method;material_dated;date_of_analysis;comments;owner;created;mod_history;
Gruta da Figueira Brava;IH7;;dlh 1325;88670;1162;1162;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1106-1 (base), according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IH7;;dlh 1328;86765;1078;1078;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1106-4 (top), according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IH7;;dlh 1327;88044;1237;1237;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1106-3 (top), according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IH7;;dlh 1326;89766;1643;1643;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1106-2 (top), according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IH7;;dlh 1330;91563;2467;2467;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1106-6 (top), according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IH8;EVA;UEVA 1713;87582;913;913;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1301-7, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IH8;EVA;UEVA 1703;90343;1432;1432;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1302-1, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IH8;EVA;UEVA 1708;86094;871;871;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1301-2, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IH8;EVA;UEVA 1707;87194;979;979;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1301-1, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IH8;EVA;UEVA 1712;95614;2368;2368;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1301-6, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IH8;EVA;UEVA 1704;90818;1625;1625;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1302-2, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IH8;EVA;UEVA 1705;89260;3459;3459;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1302-3, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IH8;EVA;UEVA 1710;89641;1592;1592;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1301-4, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IH8;EVA;UEVA 1709;88475;1457;1457;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1301-3, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IH8;EVA;UEVA 1711;87444;870;870;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1301-5, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IL1;EVA;UEVA 1389;94326;4102;4102;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1209-3, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IL1;EVA;UEVA 1701;90875;968;968;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1209-4, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IL1;EVA;UEVA 1702;92113;1134;1134;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1209-5, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IT0;OS;OS-114170;7390;25;25;14C (radiocarbon) dating;shell marine;2020;sample nr.FB-2013-234, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IT0;OxA;OxA-24055;12880;45;45;14C (radiocarbon) dating;shell marine;2020;sample nr. FB1030a, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IT1;EVA;UEVA 1723;16487;3637;3637;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1304-4 (IT1 base), according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;IT1;EVA;UEVA 1724;17072;3530;3530;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1304-5 (IT1 top), according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;LC1;OxA;OxA-X-2442-10;13720;50;50;14C (radiocarbon) dating;shell marine;2020;sample nr. FB1004, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;MC2;CENIEH;;97800;6000;6000;OSL (optically stimulated thermoluminescence) dating;quartz;2020;sample nr. 12-3, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;MC2;OxA;OxA-X-2446-7;32250;180;180;14C (radiocarbon) dating;shell marine;2020;sample nr. FB1024b, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;MC2;OxA;OxA-24054;36530;230;230;14C (radiocarbon) dating;shell marine;2020;sample nr. FB1024a, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;MC2;OxA;OxA-24052;41890;360;360;14C (radiocarbon) dating;shell marine;2020;sample nr. FB1012, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;MC2;OxA;OxA-24051;44050;450;450;14C (radiocarbon) dating;shell marine;2020;sample nr. FB1011, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;MC2;OxA;OxA-24053;23120;90;90;14C (radiocarbon) dating;shell marine;2020;sample nr. FB1023, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;MC3;OxA;OxA-24050;36420;230;230;14C (radiocarbon) dating;shell marine;2020;sample nr. FB1003, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;UC1;EVA;UEVA 1825;61180;6123;6123;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1026-1c, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;UC1;EVA;UEVA 1823;56835;6317;6317;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1026-1a, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;UC1;EVA;UEVA 1051;61816;4478;4478;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1402-1, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;UC1;EVA;UEVA 1824;59524;5425;5425;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1026-1b, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;UC1;EVA;UEVA 989;46360;13105;13105;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1405-3 (base), according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;UC1;EVA;UEVA 987;46184;16162;16162;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1405-1 (top), according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Figueira Brava;UC1;EVA;UEVA 1052;63355;7217;7217;U series (uranium-thorium) dating;speleothem;2020;sample nr. FB-1402-2, according to Zilhao et al. 2020;Klaus Herkert;08.03.2022;Klaus Herkert  08.03.22;
Gruta da Furninha;Unit 5;;;80886;42423;31265;U series (uranium-thorium) dating;unknown;1993;dating before 1993. no informations about material, laboratory or analysis number. first mention: Cardoso 1993;Klaus Herkert;04.08.2022;Klaus Herkert  04.08.22;
Gruta da Oliveira;Unit 11;CENIEH;CENIEH-UTO157;139900;4300;4300;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. O17-1177-6; Upper part of stalagmite in wall niche sealed by the Mousterian fill; maximum age for overlying layers 7-10. Intermediate sample from same stalagmite;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 11;;;84900;6000;6000;OSL (optically stimulated thermoluminescence) dating;quartz;2020;according to Zilhão et al. 2021; sample nr. AMD-16-2;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 11;CENIEH;CENIEH-UTO154;134200;22900;22900;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. O17-1177-3; Upper part of stalagmite in wall niche sealed by the Mousterian fill; maximum age for overlying layers 7-10.;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 11;CENIEH;CENIEH-UTO156;134900;8800;8800;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. O17-1177-5; Upper part of stalagmite in wall niche sealed by the Mousterian fill; maximum age for overlying layers 7-10. Intermediate sample from same stalagmite;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 11;OxA;OxA-9379;25850;550;550;14C (radiocarbon) dating;bone burnt;2007;date before 2007; sample nr. U17-106; according to Angelucci & Zilhão 2007; date too young - Very low collagen content;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 11;CENIEH;CENIEH-UTO152;191300;19200;19200;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. O17-1177-1; Upper part of stalagmite in wall niche sealed by the Mousterian fill; maximum age for overlying layers 7-10. Basal part of same stalagmite;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 11;CENIEH;CENIEH-UTO155;142500;4200;4200;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. O17-1177-4; Upper part of stalagmite in wall niche sealed by the Mousterian fill; maximum age for overlying layers 7-10. Intermediate sample from same stalagmite;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 11;CENIEH;CENIEH-UTO153;144900;6300;6300;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. O17-1177-2; Upper part of stalagmite in wall niche sealed by the Mousterian fill; maximum age for overlying layers 7-10. Intermediate sample from same stalagmite;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 11;OxA;OxA-8672;42900;1200;1200;14C (radiocarbon) dating;bone burnt;2007;date before 2007; sample nr. U18-99; according to Angelucci & Zilhão 2007;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 12;GrA;GrA-24408;26940;270;250;14C (radiocarbon) dating;Charcoal;2007;date before 2007; sample nr. O17-70/72; according to Angelucci & Zilhão 2007; date too young - Anomalous minimum age;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 13;GrA;GrA-24410;39540;490;410;14C (radiocarbon) dating;Charcoal;2007;date before 2007; sample nr. L21-21; according to Angelucci & Zilhão 2007;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 13;UoB;UoB-CAT3;22800;1800;1800;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. R16-288; Base of Unit 13; Upper part of flowstone coating a lateral void between the sediment fill and the cave wall in square R16 at the base of layer 13;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 13;UoB;UoB-CAT4;24200;2100;2100;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. R16-288; Base of Unit 13; Upper part of flowstone coating a lateral void between the sediment fill and the cave wall in square R16 at the base of layer 13. Basal part of same flowstone;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 14;UoB;UoB-CAT2;22000;800;800;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. R16-295; Top of Unit 14; Upper part of flowstone coating a lateral void between the sediment fill and the cave wall in square R16 at the top of layer 14. Basal part of same flowstone;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 14;;;82600;5100;5100;OSL (optically stimulated thermoluminescence) dating;quartz;2020;according to Zilhão et al. 2021; sample nr. AMD-16-7;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 14;GrA;GrA-22024;42800;2300;1800;14C (radiocarbon) dating;Charcoal;2007;date before 2007; sample nr. M19-A12; according to Angelucci & Zilhão 2007;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 14;Beta;Beta-183537;40900;1100;1100;14C (radiocarbon) dating;Charcoal;2007;date before 2007; sample nr. O17-185/O17-A18; according to Angelucci & Zilhão 2007;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 14;UoB;UoB-CAT1;21000;1400;1400;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. R16-295; Top of Unit 14; Upper part of flowstone coating a lateral void between the sediment fill and the cave wall in square R16 at the top of layer 14;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 14;OxA;OxA-13137;27850;550;550;14C (radiocarbon) dating;Charcoal;2007;date before 2007; sample nr. M19-A13; according to Angelucci & Zilhão 2007; date too young - Anomalous minimum age;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 15;;;86000;6000;6000;OSL (optically stimulated thermoluminescence) dating;quartz;2020;according to Zilhão et al. 2021; sample nr. AMD-16-6;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 15;GrA;GrA-24407;37520;380;330;14C (radiocarbon) dating;Charcoal;2007;date before 2007; sample nr. O17-199; according to Angelucci & Zilhão 2007;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 18;GrA;GrA-29385;37120;380;330;14C (radiocarbon) dating;bone burnt;2007;date before 2007; sample nr. O17-489; according to Angelucci & Zilhão 2007;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 20;CENIEH;CENIEH-UTO240;81600;202400;65400;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. P17-1047-1; Upper part of fallen stalagmite; maximum age of roof collapse at the interface between layers 19 and 20, Base of same stalagmite;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 20;CENIEH;CENIEH-UTO273;160000;5600;5600;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. P17-1047-5; Upper part of fallen stalagmite; maximum age of roof collapse at the interface between layers 19 and 20, Additional sample from upper part of same stalagmite;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 20;CENIEH;CENIEH-UTO241;83400;204200;68500;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. P17-1047-2; Upper part of fallen stalagmite; maximum age of roof collapse at the interface between layers 19 and 20, Sample 1 cm above base of same stalagmite;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 20;CENIEH;CENIEH-UTO272;148600;4100;4100;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. P17-1047-4; Upper part of fallen stalagmite; maximum age of roof collapse at the interface between layers 19 and 20;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 20;CENIEH;CENIEH-UTO242;155300;6700;6700;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. P17-1047-3; Upper part of fallen stalagmite; maximum age of roof collapse at the interface between layers 19 and 20, Additional sample from upper part of same stalagmite;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 20;CENIEH;CENIEH-UTO274;163700;6800;6800;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. P17-1047-6; Upper part of fallen stalagmite; maximum age of roof collapse at the interface between layers 19 and 20, Sample 1.5 cm above base of same stalagmite;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 22;;;109300;14200;14200;OSL (optically stimulated thermoluminescence) dating;quartz;2020;according to Zilhão et al. 2021; sample nr. AMD-16-8;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 26 (mousterian cone);SMU;SMU-247E1;70250;9000;9000;U series (uranium-thorium) dating;tooth;2007;date before 2007; according to Angelucci & Zilhão 2007;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 26 (mousterian cone);SMU;SMU-308-247E2;53000;5600;5300;U series (uranium-thorium) dating;tooth;2007;date before 2007; according to Angelucci & Zilhão 2007;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 7;UoB;UoB-CAT5;51000;25200;25200;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. L22-1; Upper part of flowstone capping the Pleistocene fill in square L22\";Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 7;CENIEH;CENIEH-UTO213;93200;26100;26100;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. X18-92-3; Basal part of flowstone capping the Pleistocene fill in square Y18; minimum age for the underlying Mousterian layers;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 7;UoB;UoB-CAT7;23800;1100;1100;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. L22-1;  Basal part of same flowstone; minimum age for the underlying Mousterian layers;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 7;UoB;UoB-CAT6;24000;2200;2200;U series (uranium-thorium) dating;speleothem;2012;according to Hoffmann et al. 2012; sample nr. L22-1; Upper part of flowstone capping the Pleistocene fill in square L22 (repeat subsample);Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 8;UoB;UoB-OLV1;39300;1280;1280;U series (uranium-thorium) dating;bone;2020;according to Zilhão et al. 2021; sample nr. R15-43;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 8;GrA;GrA-10200;31900;200;200;14C (radiocarbon) dating;bone burnt;2007;date before 2007; sample nr. R16-24; according to Angelucci & Zilhão 2007; Alkaline fraction dated;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 8;UoB;UoB-OLV3;36500;1330;1330;U series (uranium-thorium) dating;bone;2020;according to Zilhão et al. 2021; sample nr. R15-54;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
Gruta da Oliveira;Unit 8;;;83100;7000;7000;OSL (optically stimulated thermoluminescence) dating;quartz;2020;according to Zilhão et al. 2021; sample nr. AMD-16-1;Klaus Herkert;05.05.2022;Klaus Herkert  05.05.22;
