assemblage.name;assemblage.created;country_continent.continent;locality.idlocality;locality.country;locality.created;
Krapina Layer 1-9 human remains 419;21.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 420;21.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 421;21.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 422;21.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 423;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 424;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 425;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 427;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 428;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 429;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 43;08.09.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 430;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 432;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 433;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 434;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 435;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 436;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 437;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 438;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 439;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 440;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 441;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 442;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 443;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 444;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 445;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 446;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 447;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 448;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 449;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 45;08.09.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 450;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 451;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 452;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 453;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 455;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 456;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 457;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 458;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 459;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 46;08.09.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 460;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 462;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 464;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 465;27.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 466;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 467;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 468;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 469;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 471;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 473;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 474;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 475;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 476;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 477;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 478;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 479;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 48;08.09.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 480;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 481;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 482;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 483;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 485;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 486;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 487;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 488;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 489;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 490;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 492;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 493;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 494;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 495;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 496;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 497;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 498;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 499;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 50;08.09.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 501;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 502;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 503;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 504;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 505;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 506;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 507;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 508;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 509;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 510;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 511;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 512;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 513;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 514;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 515;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 516;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 517;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 518;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 519;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 52;08.09.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 520;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 521;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 522;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 523;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 524;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 525;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 526;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 527;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 528;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 529;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 53;08.09.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 530;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 531;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 532;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 533;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 534;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 535;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 536;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 537;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 538;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 539;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 540;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 541;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 542;28.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 543;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 544;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 545;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 546;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 547;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 548;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 549;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 55;08.09.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 550;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 551;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 552;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 553;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 554;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 555;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 556;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 557;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 558;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 559;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 56;08.09.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 560;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 561;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 562;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 563;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 564;29.11.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 565;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 566;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 567;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 568;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 57;08.09.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 570;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 571;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 572;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 573;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 574;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 576;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 577;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 578;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 579;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 580;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 581;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 582;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 583;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 584;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 585;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 586;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 587;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 588;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 589;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 59;08.09.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 590;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 591;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 592;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 593;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 594;04.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 595;05.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 596;05.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 597;05.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 598;05.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 599;05.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 60;08.09.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 600;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 601;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 603;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 604;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 606;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 607;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 608;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 609;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 61;08.09.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 610;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 611;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 612;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 613;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 614;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 615;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 616;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 617;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 619;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 62;11.09.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 620;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 621;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 622;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 623;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 624;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 626;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 627;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 628;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 629;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 63;11.09.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 630;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 631;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 632;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 633;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 634;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 635;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 636;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 637;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 638;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 639;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 640;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 641;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 642;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 643;07.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 644;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 645;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 646;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 647;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 648;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 649;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 65;11.09.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 650;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 651;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 652;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 653;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 654;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 655;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 656;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 657;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 658;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 659;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 66;11.09.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 660;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 661;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 662;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 663;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 664;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 665;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 666;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 667;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 668;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
Krapina Layer 1-9 human remains 669;08.12.2017;Europe;Krapina;Croatia;16.02.2015;
