"","assemblage.name","assemblage.category","country_continent.continent","locality.idlocality","locality.x","locality.y","query_age_min","query_age_max"
"220","Aghitu-3 Cave Fauna Layer AH IV","animal remains, paleofauna","Asia","Aghitu-3 Cave",46.082183,39.513732,25000,25700
"221","Aghitu-3 Cave Fauna Layer AH III","animal remains, paleofauna","Asia","Aghitu-3 Cave",46.082183,39.513732,20000,25000
"222","AH IV assemblage","raw material, technology, typology","Asia","Aghitu-3 Cave",46.082183,39.513732,25000,25700
"223","AH V assemblage","raw material, technology, typology","Asia","Aghitu-3 Cave",46.082183,39.513732,25700,27000
"224","AH VI assemblage","feature, raw material, technology, typology","Asia","Aghitu-3 Cave",46.082183,39.513732,27500,32000
"225","AH VII assemblage","raw material, technology, typology","Asia","Aghitu-3 Cave",46.082183,39.513732,30000,34500
"226","Aghitu-3 Cave Fauna Layer AH V","animal remains, paleofauna","Asia","Aghitu-3 Cave",46.082183,39.513732,27000,27500
"227","Ahl al Oughlam Fauna","paleofauna","Africa","Ahl al Oughlam",-7.511869,33.568211,-1,-1
"228","Aterian inventar","raw material, technology, typology","Africa","Ain Aghbal",-1.8731,34.7181,14000,150000
"229","Ain Boucherit Member P Faunal Remains","paleofauna","Africa","Ain Boucherit",5.6529,36.2045,1950000,2580000
"230","Ain Boucherit AB-Lw Archaeolgocial Assemblage","raw material, technology, typology","Africa","Ain Boucherit",5.6529,36.2045,1950000,2580000
"231","Ain Boucherit AB-Up Archaeological Assemblage","raw material, technology, typology","Africa","Ain Boucherit",5.6529,36.2045,1780000,1950000
"232","Ain Brimba Fauna","paleofauna","Africa","Ain Brimba",8.5825,33.427,1000000,3500000
"233","AH 0 assemblage","raw material, technology, typology","Asia","Ain Dabbour",36.6403,33.9918,14000,17000
"234","AH I assemblage","raw material, technology, typology","Asia","Ain Dabbour",36.6403,33.9918,14000,17000
"235","AH IIa assemblage","raw material, technology, typology","Asia","Ain Dabbour",36.6403,33.9918,14000,17000
"236","AH II assemblage","raw material, symbolic artifacts, technology, typology","Asia","Ain Dabbour",36.6403,33.9918,14000,17000
"237","AH Ia assemblage","raw material, technology, typology","Asia","Ain Dabbour",36.6403,33.9918,14000,17000
"238","Ain Difla Higher Terrace Test A Artefacts","feature, raw material, technology, typology","Asia","Ain Difla",35.811252,30.902628,90000,184500
"239","Ain Difla Higher Terrace Test A Artefacts","feature, raw material, technology, typology","Asia","Ain Difla",35.811252,30.902628,47000,184500
"240","Ain Difla Higher Terrace Test A Artefacts","feature, raw material, technology, typology","Asia","Ain Difla",35.811252,30.902628,90000,350000
"241","Ain El Guettar Unit 16+17 Archaeological Assemblage","miscellaneous finds, raw material, technology, typology","Africa","Ain El Guettar",9.5825,34.6597,40000,150000
"242","Ain El Guettar Test Pits S1/S2 Archaeological Assemblage","function, raw material, technology, typology","Africa","Ain El Guettar",9.5825,34.6597,40000,150000
"243","Ain El Guettar Unit 4 Archaeologial Surface Collection","raw material, technology, typology","Africa","Ain El Guettar",9.5825,34.6597,40000,150000
"244","Ain El Guettar Unit 4 Archaeological Assemblage","raw material, technology, typology","Africa","Ain El Guettar",9.5825,34.6597,40000,150000
"245","Ain Fritissa Unstratified Acheulean Assemblage","raw material, technology, typology","Africa","Ain Fritissa",-3.551031,33.618288,0,1800000
"246","Ain Fritissa Unstratified Aterian Assemblage","raw material, technology, typology","Africa","Ain Fritissa",-3.551031,33.618288,0,1800000
"247","Ain Hanech Fauna","paleofauna","Africa","Ain Hanech",5.6549,36.2053,1780000,1950000
"248","Layer A ","raw material, technology, typology","Africa","Ain Hanech",5.6549,36.2053,1780000,1950000
"249","Layer B ","function, raw material, technology, typology","Africa","Ain Hanech",5.6549,36.2053,1780000,1950000
"250","Layer C","raw material, technology, typology","Africa","Ain Hanech",5.6549,36.2053,1780000,1950000
"251","Arambourgs inventar","raw material, technology, typology","Africa","Ain Hanech",5.6549,36.2053,1950000,2580000
"252","Ain Jourdel Fauna","paleofauna","Africa","Ain Jourdel",NA,NA,2500000,2500000
"253","Ain Maarouf human remains 01","human remains","Africa","Ain Maarouf",-5.35,33.6333,-1,-1
"254","Ain Maarouf Fauna","paleofauna","Africa","Ain Maarouf",-5.35,33.6333,-1,-1
"255","Ain Mara Middle Paleolithic Layer Archaeology","raw material, technology, typology","Africa","Ain Mara",NA,NA,40000,200000
"256","level I lithic","raw material, technology, typology","Africa","Ain Oum Henda 2",9.4,34.7167,40000,200000
"257","surface collection","raw material, technology, typology","Africa","Ain Oum Henda 2",9.4,34.7167,40000,150000
"258","level II lithic","raw material, technology, typology","Africa","Ain Oum Henda 2",9.4,34.7167,40000,200000
"259","Ain al-Buhira Test H+I Layer 1 Artefacts","raw material, technology, typology","Asia","Ain al-Buhira",35.921083,30.851103,19700,23770
"260","Airport Site Unit 2-5 Archaeological Assemblage","raw material, technology, typology","Africa","Airport site",33.89361,-9.95416,30000,300000
"261","Akhalkalaki fauna","paleofauna","Asia","Akhalkalaki",43.486111,41.405556,780000,980000
"262","Cultural layer N archaeological assemblage","raw material, technology, typology","Asia","Al-Guza",48.292943,15.21156,260000,1800000
"263","Cultural layer L archaeological assemblage","raw material, technology, typology","Asia","Al-Guza",48.292943,15.21156,260000,1800000
"264","Cultural layer K archaeological assemblage","raw material, technology, typology","Asia","Al-Guza",48.292943,15.21156,260000,1800000
"265","Cultural layer I archaeological assemblage","raw material, technology, typology","Asia","Al-Guza",48.292943,15.21156,260000,1800000
"266","Cultural layer M archaeological assemblage","raw material, technology, typology","Asia","Al-Guza",48.292943,15.21156,260000,1800000
"267","Cultural layer F archaeological assemblage","raw material, technology, typology","Asia","Al-Guza",48.292943,15.21156,260000,1800000
"268","Cultural layer E archaeological assemblage","feature, raw material, technology, typology","Asia","Al-Guza",48.292943,15.21156,260000,1800000
"269","Cultural layer D archaeological assemblage","raw material, technology, typology","Asia","Al-Guza",48.292943,15.21156,260000,1800000
"270","Cultural layer C archaeological assemblage","feature, raw material, technology, typology","Asia","Al-Guza",48.292943,15.21156,260000,1800000
"271","Cultural layer B archaeological assemblage","raw material, technology, typology","Asia","Al-Guza",48.292943,15.21156,260000,1800000
"272","Cultural layer H archaeological assemblage","raw material, technology, typology","Asia","Al-Guza",48.292943,15.21156,260000,1800000
"273","Cultural layer G archaeological assemblage","raw material, technology, typology","Asia","Al-Guza",48.292943,15.21156,260000,1800000
"274","LSA microblade assemblage","raw material, technology, typology","Africa","Aladi Springs",40.9166667,9.3833333,10910,11230
"275","MSA assemblage","raw material, technology, typology","Africa","Aladi Springs",40.9166667,9.3833333,30000,300000
"276","Alberndorf I, AH 1","raw material, technology, typology, symbolic artifacts, organic tools","Europe","Alberndorf I",16.112169,48.683372,26480,29270
"277","Alberndorf I Fauna","animal remains, paleofauna","Europe","Alberndorf I",16.112169,48.683372,-1,-1
"278","Aleska_flora","plant remains","Europe","Aleska",29.617217,54.684698,-1,-1
"279","Plus 12m lake, section A, Layer 2","raw material, technology, typology","Africa","Alexandersfontein",24.770994,-28.837218,30000,300000
"280","Plus 19m lake, section A, Layer 1","raw material, technology, typology","Africa","Alexandersfontein",24.770994,-28.837218,10915,300000
"281","Plus 19m lake, section B, Layer 1","raw material, technology, typology","Africa","Alexandersfontein",24.770994,-28.837218,30000,300000
"282","Rietheuvel Member Inventar","raw material, technology, typology","Africa","Amanzi springs",25.483,-33.7,32300,60600
"283","Amersfoort_P","plant remains","Europe","Amersfoort",5.38,52.15,-1,-1
"284","Amud Lithics Layer B1","feature, raw material, technology, typology","Asia","Amud Cave",35.5016,32.87213,46000,61300
"285","Amud Lithics Layer B4","raw material, technology, typology","Asia","Amud Cave",35.5016,32.87213,59000,81000
"286","Amud Lithics Layer B2","feature, raw material, technology, typology","Asia","Amud Cave",35.5016,32.87213,52000,70000
"287","Human remain 1","human remains","Asia","Amur River Basin AR19K",126.15,46,16045,16135
"288","Human remain 1","human remains","Asia","Amur River Basin AR33K",127.03,45.4,28890,29230
"289","Andance Unit 5 Lower Pedocomplex Archaeological Assemblage","raw material, typology, technology","Europe","Andance",4.686993,44.68264,86000,191000
"290","Ang-1/a","plant remains","Asia","Angeghakot-1",45.929016,39.573016,781000,1800000
"291","Ang-2/a","plant remains","Asia","Angeghakot-2",45.930964,39.573154,781000,1800000
"292","Anghilak Cave stratum IV human remains","human remains","Asia","Anghilak Cave",66.6869,39.2853,27000,46000
"293","Mousterian Level 9","function, raw material, technology, typology","Europe","Angé",1.254838,47.294755,71000,116500
"294","Antu Layer 2 fauna","paleofauna","Asia","Antu",128.933333,43.083333,0,1000000
"295","Antu human remains","human remains","Asia","Antu",128.933333,43.083333,0,1000000
"296","Antu Layer 1 fauna","paleofauna","Asia","Antu",128.933333,43.083333,0,1000000
"297","Antu Layer 4 fauna","paleofauna","Asia","Antu",128.933333,43.083333,0,1000000
"298","Antu Layer 3 fauna","paleofauna","Asia","Antu",128.933333,43.083333,0,1000000
"299","Anui 2 Level 12","raw material, technology, typology","Asia","Anui 2",84.6766,51.3972,26520,27100
"300","Anui 2 Level 7","raw material, technology, typology","Asia","Anui 2",84.6766,51.3972,19884,22978
"301","Anui 2 Level 8","raw material, technology, typology","Asia","Anui 2",84.6766,51.3972,20060,24625
"302","Anui 2 Level 10","raw material, technology, typology","Asia","Anui 2",84.6766,51.3972,26545,27705
"303","Anui 2 Level 9","raw material, technology, typology","Asia","Anui 2",84.6766,51.3972,26545,27705
"304","Anui 2 Levels 1-5","raw material, technology, typology","Asia","Anui 2",84.6766,51.3972,11780,20840
"305","Anui 2 Levels 1-5","raw material, technology, typology","Asia","Anui 2",84.6766,51.3972,20840,21720
"306","Anui 2 Levels 1-5","raw material, technology, typology","Asia","Anui 2",84.6766,51.3972,20918,22086
"307","Anui 2 Levels 1-5","raw material, technology, typology","Asia","Anui 2",84.6766,51.3972,22086,22978
"308","Anui 2 Level 11","organic tools, raw material, symbolic artifacts, technology, typology","Asia","Anui 2",84.6766,51.3972,26520,27100
"309","Anui 2 Level 6","raw material, technology, typology","Asia","Anui 2",84.6766,51.3972,19884,22978
"310","Anyskop CALC MSA","raw material, technology, typology","Africa","Anyskop_Blowout",18.114,-32.971,30000,191000
"311","Anyskop CALC Fauna","paleofauna","Africa","Anyskop_Blowout",18.114,-32.971,400000,781000
"312","Anyskop CALC ESA","raw material, technology, typology","Africa","Anyskop_Blowout",18.114,-32.971,300000,781000
"313","Anyskop SB Inventar","raw material, technology, typology","Africa","Anyskop_Blowout",18.114,-32.971,70000,77000
"314","Anyskop LSA Fauna","paleofauna","Africa","Anyskop_Blowout",18.114,-32.971,0,11000
"315","Anyskop HP Inventar","raw material, technology, typology","Africa","Anyskop_Blowout",18.114,-32.971,58000,66000
"316","Apollo 11 Plant Remains Late MSA II & III","plant remains","Africa","Apollo 11",17.117286,-27.701215,21300,49500
"317","Apollo 11 Layer E Archaeological Assemblage","raw material, typology, technology, function, symbolic artifacts, miscellaneous finds","Africa","Apollo 11",17.117286,-27.701215,12380,49500
"318","Apollo 11 Layer E Archaeological Assemblage","raw material, typology, technology, function, symbolic artifacts, miscellaneous finds","Africa","Apollo 11",17.117286,-27.701215,21300,49500
"319","Apollo 11 Layer F Archaeological Assemblage","miscellaneous finds, raw material, technology, typology","Africa","Apollo 11",17.117286,-27.701215,48000,62000
"320","Apollo 11 Layer F Archaeological Assemblage","miscellaneous finds, raw material, technology, typology","Africa","Apollo 11",17.117286,-27.701215,48000,65000
"321","Apollo 11 Layer G Archaeological Assemblage","feature, miscellaneous finds, organic tools, raw material, technology, typology","Africa","Apollo 11",17.117286,-27.701215,48000,70000
"322","Apollo 11 Layer G Archaeological Assemblage","feature, miscellaneous finds, organic tools, raw material, technology, typology","Africa","Apollo 11",17.117286,-27.701215,48000,74000
"323","Apollo 11 Layer G Archaeological Assemblage","feature, miscellaneous finds, organic tools, raw material, technology, typology","Africa","Apollo 11",17.117286,-27.701215,48000,77000
"324","Apollo 11 Layer G Fauna","paleofauna","Africa","Apollo 11",17.117286,-27.701215,48000,70000
"325","Apollo 11 Layer G Fauna","paleofauna","Africa","Apollo 11",17.117286,-27.701215,48000,74000
"326","Apollo 11 Layer G Fauna","paleofauna","Africa","Apollo 11",17.117286,-27.701215,48000,77000
"327","Apollo 11 Layer H Fauna","paleofauna","Africa","Apollo 11",17.117286,-27.701215,168000,188000
"328","Apollo 11 Layer H Fauna","paleofauna","Africa","Apollo 11",17.117286,-27.701215,218000,254000
"329","Apollo 11 Layer H lower Archaeological Assemblage","raw material, typology, technology, miscellaneous finds","Africa","Apollo 11",17.117286,-27.701215,218000,254000
"330","Apollo 11 Layer H upper Archaeological Assemblage","raw material, typology, technology, miscellaneous finds","Africa","Apollo 11",17.117286,-27.701215,168000,188000
"331","Apollo 11 Plant Remains Early LSA","plant remains","Africa","Apollo 11",17.117286,-27.701215,12380,19935
"332","Apollo 11 Plant Remains Early LSA","plant remains","Africa","Apollo 11",17.117286,-27.701215,12380,49500
"333","Apollo 11 Plant Remains Early MSA I","plant remains","Africa","Apollo 11",17.117286,-27.701215,168000,188000
"334","Apollo 11 Plant Remains Early MSA II","plant remains","Africa","Apollo 11",17.117286,-27.701215,218000,254000
"335","Apollo 11 Plant Remains Howiesons Poort","plant remains","Africa","Apollo 11",17.117286,-27.701215,48000,62000
"336","Apollo 11 Plant Remains Howiesons Poort","plant remains","Africa","Apollo 11",17.117286,-27.701215,48000,65000
"337","Apollo 11 Plant Remains Late MSA I","plant remains","Africa","Apollo 11",17.117286,-27.701215,12380,49500
"338","Apollo 11 Plant Remains Still Bay","plant remains","Africa","Apollo 11",17.117286,-27.701215,48000,74000
"339","Apollo 11 Plant Remains settlement gap after Still Bay","plant remains","Africa","Apollo 11",17.117286,-27.701215,48000,70000
"340","Apollo 11 Plant Remains settlement gap before Still Bay","plant remains","Africa","Apollo 11",17.117286,-27.701215,48000,77000
"341","Arba survey finds","raw material, technology, typology","Africa","Arba",NA,NA,-1,-1
"342","Archeuli-4","plant remains","Asia","Archeuli",41.923531,42.061392,125000,770000
"343","Archeuli-9","plant remains","Asia","Archeuli",41.923531,42.061392,125000,770000
"344","Archeuli-8","plant remains","Asia","Archeuli",41.923531,42.061392,125000,770000
"345","Archeuli-7","plant remains","Asia","Archeuli",41.923531,42.061392,125000,770000
"346","Archeuli-6","plant remains","Asia","Archeuli",41.923531,42.061392,125000,770000
"347","Archeuli-5","plant remains","Asia","Archeuli",41.923531,42.061392,125000,770000
"348","Archeuli-1","plant remains","Asia","Archeuli",41.923531,42.061392,780000,1800000
"349","Archeuli-10","plant remains","Asia","Archeuli",41.923531,42.061392,125000,770000
"350","Archeuli-11","plant remains","Asia","Archeuli",41.923531,42.061392,125000,770000
"351","Archeuli-12","plant remains","Asia","Archeuli",41.923531,42.061392,125000,770000
"352","Archeuli-2","plant remains","Asia","Archeuli",41.923531,42.061392,780000,1800000
"353","Archeuli-3","plant remains","Asia","Archeuli",41.923531,42.061392,125000,770000
"354","Archi, C3, Fauna","paleofauna","Europe","Archi",16.26,39.29,-1,-1
"355","Archi, C2, malacofauna","paleofauna","Europe","Archi",16.26,39.29,-1,-1
"356","Archi, B, malacofauna","paleofauna","Europe","Archi",16.26,39.29,-1,-1
"357","Archi, human remains","human remains","Europe","Archi",16.26,39.29,-1,-1
"358","Archi, D2, Fauna","paleofauna","Europe","Archi",16.26,39.29,-1,-1
"359","Archi, D1, malacofauna","paleofauna","Europe","Archi",16.26,39.29,-1,-1
"360","Archi, C3, malacofauna","paleofauna","Europe","Archi",16.26,39.29,-1,-1
"361","Hyène level V series rouge roulée (lithics)","raw material, technology, typology","Europe","Arcy-sur-Cure - Grotte de l_Hyène",3.763022,47.590457,116500,130000
